"* Required Fields","* Pflichtfelder"
"* Required Fields","* Pflichtfelder"
"* Required Fields","* Pflichtfelder"
"* Required Fields","* Pflichtfelder"
"* Required Fields","* Pflichtfelder"
"Address","Adresse"
"Address","Adresse"
"Address Information","Addressinformationen"
"Already registered?","Bereits registriert?"
"Back","Zurück"
"Back","Zurück"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","Mit einem Konto bei unserem Shop geht der Bestell- und Bezahlprozess viel schneller, Sie können mehrere Versandadressen speichern, Ihre Bestellungen ansehen und verfolgen und vieles mehr."
"Checking &quot;Remember Me&quot; will let you access your shopping cart on this computer when you are logged out","Durch das Auswählen von &quot;An mich erinnern&quot; können Sie mit diesem Computer auf Ihren Warenkorb zugreifen, wenn Sie ausgeloggt sind"
"Checkout as Guest","Checkout als Gast"
"Checkout as a Guest","Als Gast weiter zur Kasse gehen"
"Checkout as a Guest or Register","Als Gast weiter zur Kasse gehen oder registrieren"
"City","Stadt"
"City","Stadt"
"City","Stadt"
"City","Stadt"
"City","Stadt"
"City","Stadt"
"City","Stadt"
"City","Stadt"
"Close","Schließen"
"Company","Unternehmen"
"Company","Unternehmen"
"Company","Unternehmen"
"Company","Unternehmen"
"Company","Unternehmen"
"Company","Unternehmen"
"Company","Unternehmen"
"Company","Unternehmen"
"Confirm Password","Passwort bestätigen"
"Confirm Password","Passwort bestätigen"
"Confirm Password","Passwort bestätigen"
"Confirm Password","Passwort bestätigen"
"Confirm Password","Passwort bestätigen"
"Confirm Password","Passwort bestätigen"
"Confirm Password","Passwort bestätigen"
"Confirm Password","Passwort bestätigen"
"Continue","Weiter"
"Continue","Weiter"
"Continue","Weiter"
"Continue","Weiter"
"Country","Land"
"Country","Land"
"Country","Land"
"Country","Land"
"Create an Account","Ein Konto anlegen"
"Create an Account","Ein Konto anlegen"
"Easy access to your order history and status","Schneller Zugriff auf Ihre Bestellungen und Ihren Status"
"Email Address","E-Mail-Adresse"
"Email Address","E-Mail-Adresse"
"Email Address","E-Mail-Adresse"
"Email Address","E-Mail-Adresse"
"Email Address","E-Mail-Adresse"
"Email Address","E-Mail-Adresse"
"Email Address","E-Mail-Adresse"
"Email Address","E-Mail-Adresse"
"Email Address","E-Mail-Adresse"
"Email Address","E-Mail-Adresse"
"Email Address","E-Mail-Adresse"
"Fast and easy check out","Schnelles und einfaches Bezahlen"
"Fax","Fax"
"Fax","Fax"
"Fax","Fax"
"Fax","Fax"
"Forgot Your Password?","Passwort vergessen?"
"Forgot Your Password?","Passwort vergessen?"
"If you have an account with us, log in using your email address.","Wenn Sie ein Konto bei uns haben, dann loggen Sie sich mit Ihrer E-Mail-Adresse ein."
"Loading next step...","Lade nächsten Schritt..."
"Loading next step...","Lade nächsten Schritt..."
"Loading next step...","Lade nächsten Schritt..."
"Loading next step...","Lade nächsten Schritt..."
"Login","Login"
"Login","Login"
"Login","Login"
"Login","Login"
"Login Information","Login-Informationen"
"Login or Create an Account","Einloggen oder Benutzerkonto erstellen"
"New Customers","Neue Kunden"
"Password","Passwort"
"Password","Passwort"
"Password","Passwort"
"Password","Passwort"
"Password","Passwort"
"Password","Passwort"
"Password","Passwort"
"Password","Passwort"
"Password","Passwort"
"Password","Passwort"
"Password","Passwort"
"Persist Comparison History","Fortdauernder Verlaufsvergleich"
"Persist Currently Compared Products","Fortdauernder aktueller Produktvergleich"
"Persist Customer Group Membership and Segmentation","Fortdauernde Kundengruppenmitgliedschaft und Segmentierung"
"Persist Recently Ordered Items","Fortdauernd zuletzt bestellte Artikel"
"Persist Recently Viewed Products","Fordauernd zuletzt angesehene Produkte"
"Persist Wishlist","Fortdauernde Wunschliste"
"Personal Information","Persönliche Angaben"
"Please enter the following information to create your account.","Bitte geben Sie die folgenden Informationen ein, um Ihr Konto zu erstellen."
"Please log in below:","Bitte loggen Sie sich hier ein:"
"Please select region, state or province","Bitte Region, Staat oder Provinz auswählen."
"Please select region, state or province","Bitte Region, Staat oder Provinz auswählen."
"Please select region, state or province","Bitte Region, Staat oder Provinz auswählen."
"Please select region, state or province","Bitte Region, Staat oder Provinz auswählen."
"Register","Registrieren"
"Register","Registrieren"
"Register","Registrieren"
"Register","Registrieren"
"Register","Registrieren"
"Register","Registrieren"
"Register and save time!","Registrieren und Zeit sparen!"
"Register to Create an Account","Registrieren, um ein Konto zu erstellen"
"Register with us for future convenience:","Registrieren Sie sich bei uns, um den Einkauf so bequem wie möglich zu gestalten:"
"Register with us for future convenience:","Registrieren Sie sich bei uns, um den Einkauf so bequem wie möglich zu gestalten:"
"Registered Customers","Registrierte Kunden"
"Save in address book","Im Adressbuch speichern"
"Save in address book","Im Adressbuch speichern"
"Save in address book","Im Adressbuch speichern"
"Save in address book","Im Adressbuch speichern"
"Select State/Province...","Bundesland auswählen"
"Select State/Province...","Bundesland auswählen"
"Select a billing address from your address book or enter a new address.","Rechnungsadresse aus Ihrem Adressbuch auswählen oder neue Adresse eingeben"
"Select a billing address from your address book or enter a new address.","Rechnungsadresse aus Ihrem Adressbuch auswählen oder neue Adresse eingeben"
"Ship to different address","An eine abweichende Adresse versenden"
"Ship to different address","An eine abweichende Adresse versenden"
"Ship to different address","An eine abweichende Adresse versenden"
"Ship to this address","An diese Adresse versenden"
"Ship to this address","An diese Adresse versenden"
"Ship to this address","An diese Adresse versenden"
"Sign Up for Newsletter","Melden Sie sich für unseren Newsletter an"
"Sign Up for Newsletter","Melden Sie sich für unseren Newsletter an"
"Sign Up for Newsletter","Melden Sie sich für unseren Newsletter an"
"Sign Up for Newsletter","Melden Sie sich für unseren Newsletter an"
"State/Province","Staat/Bezirk"
"State/Province","Staat/Bezirk"
"State/Province","Staat/Bezirk"
"State/Province","Staat/Bezirk"
"State/Province","Staat/Bezirk"
"State/Province","Staat/Bezirk"
"State/Province","Staat/Bezirk"
"State/Province","Staat/Bezirk"
"State/Province","Staat/Bezirk"
"State/Province","Staat/Bezirk"
"State/Province","Staat/Bezirk"
"State/Province","Staat/Bezirk"
"Street Address","Adresse"
"Street Address","Adresse"
"Street Address","Adresse"
"Street Address","Adresse"
"Street Address","Adresse"
"Street Address","Adresse"
"Street Address %s","Hausanschrift %s"
"Street Address %s","Hausanschrift %s"
"Street Address %s","Hausanschrift %s"
"Street Address %s","Hausanschrift %s"
"Street Address %s","Hausanschrift %s"
"Street Address %s","Hausanschrift %s"
"Submit","Übermitteln"
"Submit","Übermitteln"
"Telephone","Telefon"
"Telephone","Telefon"
"Telephone","Telefon"
"Telephone","Telefon"
"Telephone","Telefon"
"Telephone","Telefon"
"Telephone","Telefon"
"Telephone","Telefon"
"VAT Number","MwSt.-Nummer"
"VAT Number","MwSt.-Nummer"
"VAT Number","MwSt.-Nummer"
"VAT Number","MwSt.-Nummer"
"What is this?","Was ist das?"
"Zip/Postal Code","Postleitzahl"
"Zip/Postal Code","Postleitzahl"
"Zip/Postal Code","Postleitzahl"
"Zip/Postal Code","Postleitzahl"
"Zip/Postal Code","Postleitzahl"
"Zip/Postal Code","Postleitzahl"
"Zip/Postal Code","Postleitzahl"
"Zip/Postal Code","Postleitzahl"
